Date,PM2.5,PM10,NO2,CO
03.02.2018,115.2,252.92,76.62,1.32
04.02.2018,146.91,292.96,69.03,1.44
05.02.2018,183.53,351.23,98.76,2.15
06.02.2018,147.41,290.36,90.27,1.65
07.02.2018,137.08,272.28,74.15,1.73
08.02.2018,181.87,341.12,94.38,3.08
09.02.2018,223.15,402.12,87.34,3.22
10.02.2018,207.79,414.25,87.42,4.55
11.02.2018,163.37,332.23,78.65,2.66
12.02.2018,76.39,157.32,43.61,0.8
13.02.2018,111.73,190.07,70.56,1.35
14.02.2018,68.38,147.43,44.56,0.66
15.02.2018,84.13,174.02,50.75,0.88
16.02.2018,151.86,258.57,71.82,1.3
17.02.2018,143.49,281.74,72.12,1.38
18.02.2018,132.72,291.24,78.1,1.72
19.02.2018,154.23,323.32,92.56,2.76
20.02.2018,174.71,360.92,84.7,2.9
21.02.2018,159.92,372.38,102.97,4.35
22.02.2018,151.08,320.67,90.36,2.63
23.02.2018,152.67,348.54,97.27,2.87
24.02.2018,177.17,397.83,84.76,2.15
25.02.2018,103.5,248.46,56.39,0.97
26.02.2018,57.92,165.5,39.51,0.54
27.02.2018,77.14,202.99,62.31,1.22
28.02.2018,126.1,311.09,75.83,1.97
01.03.2018,104.81,272.3,77.15,2.07
02.03.2018,111.61,266.23,84.02,2.27
03.03.2018,91.8,252.87,68.72,1.45
04.03.2018,76.92,224.16,57.37,1.01
05.03.2018,62.36,177.97,53.82,0.97
06.03.2018,65.32,179.55,52.6,0.78
07.03.2018,86.56,217.09,70.47,1.39
08.03.2018,113.08,265.81,105.62,3.33
09.03.2018,121.45,286.47,82.7,2.65
10.03.2018,69.28,175.56,54,0.75
11.03.2018,90.76,236.1,65.99,1.28
12.03.2018,101.94,241.39,79.41,1.53
13.03.2018,101.37,268.59,86.68,2.27
14.03.2018,109.85,370.97,80.21,2.26
15.03.2018,102.42,318.02,78.84,1.19
16.03.2018,109.68,284.07,66.53,1.21
17.03.2018,112.96,256.48,55.24,0.85
18.03.2018,55.61,153.85,48.26,0.74
19.03.2018,84.26,224.76,85.68,1.57
20.03.2018,111.4,284.21,102.94,2.16
21.03.2018,141.8,336.62,68.33,1.61
22.03.2018,78.07,189.47,47.27,0.85
23.03.2018,62.79,156.52,53.04,0.85
24.03.2018,70.41,190.2,59.43,0.79
25.03.2018,75.35,220.2,59.79,0.88
26.03.2018,69.3,206.3,60.58,1.1
27.03.2018,86.79,248.01,80.71,1.93
28.03.2018,90.67,280.13,73.62,2.3
29.03.2018,94.25,225.31,61.36,1.03
30.03.2018,101.65,273.23,79.38,1.37
31.03.2018,114.96,350.46,71.5,1.37
01.04.2018,78.33,224.54,63.97,1.02
02.04.2018,92.71,259.46,84.4,1.6
03.04.2018,104.79,292.92,91.99,1.57
04.04.2018,101.71,296.42,91.43,2.23
05.04.2018,138.79,391,92.38,2.69
06.04.2018,98.96,237.09,71.23,1.19
07.04.2018,46.5,149.58,51.3,0.83
08.04.2018,46.58,149.17,45.27,0.75
09.04.2018,44.5,133.29,60.82,1.19
10.04.2018,93.1,270.69,67.41,1.41
11.04.2018,51.85,139.43,47.52,0.67
12.04.2018,40.18,120.71,60.08,0.97
13.04.2018,66.01,180.04,75.83,1.67
14.04.2018,86.64,241.75,84.23,2.03
15.04.2018,108.1,286.17,110.71,2.34
16.04.2018,127.17,361.83,98.29,2.28
17.04.2018,87.39,272.92,83.32,1.28
18.04.2018,76.13,237.46,57.04,0.68
19.04.2018,84.16,293.02,82.38,1.3
20.04.2018,83.35,393.98,27.25,0.86
21.04.2018,93.94,510.67,27.9,0.79
22.04.2018,40.46,210.1,26.7,0.79
23.04.2018,53.2,218.91,47.94,1.13
24.04.2018,84.33,279.41,76.91,1.69
25.04.2018,87.47,329.11,144.58,2.14
26.04.2018,133.69,464.26,83.72,1.75
27.04.2018,91.56,355.91,28.09,0.99
28.04.2018,77.49,350.32,21.69,0.87
29.04.2018,82.73,278.06,24.96,0.93
30.04.2018,81.72,233.8,28.7,0.95
01.05.2018,48.23,162.12,16.28,0.71
02.05.2018,51.31,175.3,17.36,0.73
03.05.2018,41.99,150.99,21.96,0.74
04.05.2018,43.69,128.4,26.15,0.85
05.05.2018,71.57,229.74,45.74,1.4
06.05.2018,99.16,305.36,66.03,1.24
07.05.2018,99.09,351.82,93.38,1.61
08.05.2018,49.49,142.15,16.27,0.73
09.05.2018,67.12,191.89,16.53,1.13
10.05.2018,92.14,247.3,23.28,1.35
11.05.2018,137.32,354.81,24.53,1.58
12.05.2018,159.04,418.33,28.51,1.57
13.05.2018,76,227.04,23.98,0.92
14.05.2018,54.12,161.21,36.94,0.92
15.05.2018,71.92,200.42,45.85,1.12
16.05.2018,74.71,254.3,34.01,1.22
17.05.2018,96.21,318.67,29.2,1.13
18.05.2018,94,280.79,29.29,1.29
19.05.2018,99.29,327.29,43.74,1.43
20.05.2018,70.92,238.08,24.8,1.1
21.05.2018,56.12,229.21,19.4,1.17
22.05.2018,81.12,282.62,18.23,1.58
23.05.2018,115.92,359.33,31.71,2
24.05.2018,113.42,344.04,19.02,2
25.05.2018,82.67,304.88,24.84,1.76
26.05.2018,86.5,280.21,25.37,1.6
27.05.2018,85.17,354.25,23.82,1.3
28.05.2018,97.75,303.71,15.69,1.51
29.05.2018,103.08,351.75,26.25,1.29
30.05.2018,56.04,315.42,28.9,1
31.05.2018,75.62,282.5,17.76,1.09
01.06.2018,68.62,250.04,21.44,0.91
02.06.2018,42.96,157.17,11.53,0.81
03.06.2018,82.08,146,13.46,0.87
04.06.2018,57.5,194.75,12.66,0.94
05.06.2018,48,164.17,12.07,0.92
06.06.2018,56.79,181.08,15.39,0.97
07.06.2018,68.9,191.89,14.17,2.24
08.06.2018,75.13,245.45,29.51,0.39
09.06.2018,48.25,134.1,15.69,1.99
10.06.2018,59.08,161.5,15.13,1
11.06.2018,65.58,252.08,16.75,1.13
12.06.2018,119.92,521.44,14.92,0.96
13.06.2018,208.62,869.75,14.99,0.83
14.06.2018,154.12,850.72,15.28,0.76
15.06.2018,106.67,563.59,15.77,0.83
16.06.2018,95.67,560.92,12.33,0.87
17.06.2018,77.04,322.33,12.89,0.86
18.06.2018,54.92,197.38,13.4,0.93
19.06.2018,48.88,169.29,13.22,0.9
20.06.2018,64.49,256.76,16.39,1.13
21.06.2018,69.47,299.11,17.24,1.05
22.06.2018,85.2,319.09,32.42,1.33
23.06.2018,76.19,290.99,21.31,1.19
24.06.2018,31.72,213.66,24.05,1.12
25.06.2018,0,0,30.64,1.08
26.06.2018,13.96,195.79,30.39,1.18
27.06.2018,44.57,130.62,21.37,1.25
28.06.2018,15.71,58.55,15.67,1.07
29.06.2018,30.52,75.6,18.93,1.33
30.06.2018,32.23,88.58,19.78,1.26
01.07.2018,26.06,100.62,15.94,1.12
02.07.2018,22.17,92.58,15.53,1.04
03.07.2018,38.42,113.23,18.35,1.18
04.07.2018,36,119.31,16.19,1.14
05.07.2018,43.62,153.25,20.23,1.65
06.07.2018,45.69,190.85,25.46,1.49
07.07.2018,58.83,184.23,23.06,1.33
08.07.2018,75.42,223.56,20.07,1.45
09.07.2018,59.66,164.81,13.78,1.2
10.07.2018,35.9,106.23,11.95,1.09
11.07.2018,33.3,106.39,15.54,1.26
12.07.2018,37.88,131.28,20.82,1.2
13.07.2018,19.54,55.85,18.46,1.19
14.07.2018,22.54,58.84,14.92,1.1
15.07.2018,25.82,65.58,16.16,1.11
16.07.2018,32.7,85.62,20.02,1.34
17.07.2018,21.26,75.95,16.19,1.12
18.07.2018,26.78,94.57,17.1,1.11
19.07.2018,23.42,75.46,14.92,1.1
20.07.2018,32.41,77.64,23.83,1.12
21.07.2018,42.43,97.08,22.17,0.88
22.07.2018,14.56,46.9,16.55,0.66
23.07.2018,28.09,72.74,16.51,0.78
24.07.2018,19.47,70.65,15.35,0.62
25.07.2018,19.99,67.01,17.23,0.82
26.07.2018,21.94,59.75,17.39,0.8
27.07.2018,14.51,35.93,18.73,0.88
28.07.2018,29.23,67.17,19.01,0.99
29.07.2018,34.21,126.33,17.58,0.83
30.07.2018,29.52,129.58,18.53,0.87
31.07.2018,38.73,177.9,21.15,0.87
01.08.2018,43.58,225.13,18.69,0.88
02.08.2018,54.77,297.19,17.35,0.83
03.08.2018,48.67,273.58,17.78,0.79
04.08.2018,52.25,278.92,18.01,0.59
05.08.2018,48.12,244.5,13.04,0.58
06.08.2018,49.23,140.77,14.75,0.76
07.08.2018,36.27,102.69,14.77,0.96
08.08.2018,28.04,83.96,14.32,0.76
09.08.2018,29.43,84.03,15.62,0.63
10.08.2018,51.61,140.83,38.98,2.13
11.08.2018,34.67,130.94,29.86,0.84
12.08.2018,28,127,0,0.7
13.08.2018,30.65,117,18.98,0.71
14.08.2018,45.31,136.77,19.76,0.84
15.08.2018,36.46,109.02,11.38,0.54
16.08.2018,29.79,86.85,16.28,0.88
17.08.2018,27.56,81.15,12.57,0.68
18.08.2018,28.56,79.69,13.12,0.59
19.08.2018,35.67,82.54,15.56,1.01
20.08.2018,47.36,108.32,16.46,1.33
21.08.2018,22.52,74.56,13.82,1.07
22.08.2018,27.04,74.92,14,0.99
23.08.2018,22.73,67.67,12.51,0.89
24.08.2018,16.19,81.53,11.56,0.92
25.08.2018,12.18,69.38,9.83,0.95
26.08.2018,17.58,77.79,8.86,0.38
27.08.2018,25.2,60.13,11.02,0.86
28.08.2018,27.29,50.48,10.07,0.43
29.08.2018,24.09,44.36,9.76,0.9
30.08.2018,46.83,118.07,21.43,0
31.08.2018,51.29,161.98,14.57,0
01.09.2018,53.04,120.56,18.2,3.52
02.09.2018,40.08,76.27,13.35,0.89
03.09.2018,45.92,72.15,25,0.67
04.09.2018,56.67,101.17,67.95,0.98
05.09.2018,42.82,120.61,41.26,3.92
06.09.2018,40.85,125.15,58.64,1.01
07.09.2018,47.94,101.26,89.35,0.89
08.09.2018,32.56,70.23,0,0.5
09.09.2018,22.98,48.54,0,0.37
10.09.2018,32.45,65,36.33,0.5
11.09.2018,29.61,92.66,27.09,1.83
12.09.2018,28.83,109.25,19.1,0.86
13.09.2018,29.62,125.85,17.06,0.45
14.09.2018,32.25,123.09,18.75,0.45
15.09.2018,37.46,128.1,19.04,0.49
16.09.2018,41.39,130.84,16.39,0.34
17.09.2018,55.74,171.03,19.05,0.43
18.09.2018,55.17,175.06,18.55,0.35
19.09.2018,61.73,191.39,20.13,0.62
20.09.2018,82.82,212.5,17.31,0.61
21.09.2018,39.32,106.81,9.89,0.23
22.09.2018,23.92,46.44,6.99,0.34
23.09.2018,30.02,56.35,5.61,0.49
24.09.2018,21.92,42.06,7.87,0.7
25.09.2018,26.92,64.69,8.89,0.92
26.09.2018,44.33,121.35,10.86,1.31
27.09.2018,77.33,185.48,12.77,1.92
28.09.2018,95.24,245.36,16.06,2.41
29.09.2018,91.35,234.83,14.8,1.82
30.09.2018,57.92,144.15,11.89,0.94
01.10.2018,68.04,193.15,15.33,1.37
02.10.2018,71.94,182.52,11.35,1.13
03.10.2018,57.4,182.44,13.52,1.18
04.10.2018,99.71,251.23,12.86,1.55
05.10.2018,135.02,301.85,16.66,2.04
06.10.2018,83.48,205.42,14.64,1.4
07.10.2018,82.69,224.73,13.98,1.31
08.10.2018,135.17,313.5,16.93,1.49
09.10.2018,118.67,285.46,13.58,1.45
10.10.2018,92.04,225.75,10.62,0.92
11.10.2018,69.77,200.54,9.53,0.71
12.10.2018,63.83,173.96,12.22,0.92
13.10.2018,131.47,265.57,15.07,1.33
14.10.2018,89.27,227.46,14.59,1.2
15.10.2018,116.27,300.33,17.65,1.56
16.10.2018,158.62,371.46,19.2,1.72
17.10.2018,158.79,384.06,15.06,2.47
18.10.2018,163.31,392.69,12.63,2.21
19.10.2018,137.7,324.91,12.33,1.35
20.10.2018,149,311.77,31.19,1.7
21.10.2018,136.42,287.1,39.38,1.99
22.10.2018,102.5,277.83,39.66,1.98
23.10.2018,99.08,296.5,44.58,2.32
24.10.2018,174.45,416.12,60.89,2.64
25.10.2018,176.61,396.04,35.86,2.88
26.10.2018,148.53,355.27,41.87,4.57
27.10.2018,207.58,419.4,35.87,4.18
28.10.2018,204.02,368.08,23.81,4.31
29.10.2018,221.12,403.21,18.7,3.89
30.10.2018,248.99,447,12.67,3.79
31.10.2018,213.82,397.1,9.43,3.63
01.11.2018,229.98,424.4,5.72,3.52
02.11.2018,213.4,385.21,1.75,2.75
03.11.2018,155.14,275.24,9.65,1.54
04.11.2018,95.54,179.42,8.97,1.09
05.11.2018,387.42,507.39,9.28,2.08
06.11.2018,176.85,315.02,9.32,1.49
07.11.2018,238.6,306.78,8.59,1.65
08.11.2018,485.02,599.05,3.72,3.05
09.11.2018,312.42,456.83,3.83,3.31
10.11.2018,316.65,489,9.39,3.43
11.11.2018,276.21,438.33,1.48,2.57
12.11.2018,297.78,488.67,1.07,3.33
13.11.2018,243.19,407.36,0.75,2.12
14.11.2018,136.56,222.49,0.57,1.82
15.11.2018,103.03,182.86,0.55,1.46
16.11.2018,144.65,238.41,0.59,1.33
17.11.2018,139.74,267.8,57.62,1.98
18.11.2018,175.83,305.04,53.16,1.61
19.11.2018,193.25,320.06,47.78,1.86
20.11.2018,220.4,366.81,57.15,2.33
21.11.2018,200.83,332.98,52.36,1.88
22.11.2018,136.25,304.17,66.27,2.65
23.11.2018,176.4,329.38,62.02,2
24.11.2018,95.19,220.9,49.95,1.41
25.11.2018,114.96,253.6,55.84,1.77
26.11.2018,193.81,374.31,67.91,3.05
27.11.2018,222.6,421.62,62.65,2.74
28.11.2018,202.16,395.32,49.55,3.2
29.11.2018,181.69,343.29,52.12,2.57
30.11.2018,177.08,332.52,52.64,2.08
01.12.2018,143.71,305.56,53.39,2.16
02.12.2018,163.65,331.88,56.27,3.23
03.12.2018,183.04,371.27,59.77,3.12
04.12.2018,210.15,399.06,64.19,3.35
05.12.2018,184.96,369.54,58.61,3.27
06.12.2018,245.92,456.9,67.07,3.84
07.12.2018,205.02,379.12,65.2,2.57
08.12.2018,220.02,376.56,70.98,2.45
09.12.2018,247.38,443.69,77.43,3.28
10.12.2018,306.92,538.56,67.51,2.99
11.12.2018,300.04,512.29,57.91,2.53
12.12.2018,180.21,293.1,46.87,1.83
13.12.2018,102.5,187.56,47.37,1.53
14.12.2018,119.73,215,46,1.56
15.12.2018,124.88,226.6,47.75,1.49
16.12.2018,131.27,250.29,51.23,1.7
17.12.2018,184.79,353.17,57.97,2.39
18.12.2018,185.42,337.12,64.41,1.78
19.12.2018,183.62,363.77,63.83,2.11
20.12.2018,230.17,433.21,71.39,2.92
21.12.2018,239.16,429.96,67.07,2.71
22.12.2018,319.9,552,71.72,2.65
23.12.2018,382.73,628.57,64.54,3.47
24.12.2018,355.83,601.23,75.36,3.88
25.12.2018,251.68,412.72,59.2,1.94
26.12.2018,191.18,346.95,60.77,2.24
27.12.2018,250.98,472.23,64.16,2.63
28.12.2018,217.15,395.15,58.77,1.95
29.12.2018,238.65,406.06,59.8,2.76
30.12.2018,363.2,513.97,67.5,3.58
31.12.2018,329.31,523.75,72.46,3.34
01.01.2019,334.57,505.57,66.66,2.83
02.01.2019,357.48,546.75,62.88,2.96
03.01.2019,371.11,525.56,70.08,2.44
04.01.2019,314.3,475.29,65.09,2.89
05.01.2019,310.04,464.17,50.13,2.19
06.01.2019,202.98,283.33,49.7,1.72
07.01.2019,209.46,312.79,51.27,2.02
08.01.2019,179.9,272.21,48.14,1.57
09.01.2019,150.28,249.85,48.45,1.45
10.01.2019,169.67,281.1,57.37,2.07
11.01.2019,347.21,518.02,71.1,3.42
12.01.2019,350.31,515.1,72.57,3.11
13.01.2019,299.41,428.81,62.59,2.01
14.01.2019,92.77,177.85,46.24,0.92
15.01.2019,136.94,237.62,51.31,1.4
16.01.2019,304.23,468.58,61.55,2.52
17.01.2019,408.35,584.27,75.24,3.25
18.01.2019,238.02,369.21,63.86,2.05
19.01.2019,258.46,411.74,61.98,2.76
20.01.2019,322.73,517.64,67.94,3.18
21.01.2019,148.35,250.01,40.82,1.11
22.01.2019,58.64,84.28,27.49,0.9
23.01.2019,127.38,200.83,35.78,1.75
24.01.2019,129.77,218.11,33.19,1.21
25.01.2019,73.34,129.2,40,0.92
26.01.2019,94.31,163.23,36.55,0.85
27.01.2019,127.41,207.29,40.67,1.03
28.01.2019,114.21,210.62,43.68,1.09
29.01.2019,132.98,248.23,46.94,1.35
30.01.2019,187.67,347.94,52.58,1.97
31.01.2019,168.15,328.96,43.86,1.49
01.02.2019,157.26,260.85,41.89,1.19
02.02.2019,179.18,281.67,39.05,1.26
03.02.2019,129.62,221.82,36.12,1.31
04.02.2019,120.7,243.01,48.97,2.2
05.02.2019,213.77,426.53,54.89,2.85
06.02.2019,152.6,267.79,35.18,1.54
07.02.2019,54.75,99.73,21.9,1.05
08.02.2019,66.19,166.9,36.67,1.12
09.02.2019,67.56,168.62,38.43,1.2
10.02.2019,122.27,257.38,42.32,1.54
11.02.2019,152.75,333.35,54.56,2.29
12.02.2019,189.79,385.62,61.26,2.58
13.02.2019,201.17,394.15,51.06,2.15
14.02.2019,128.31,221.88,38.33,1.26
15.02.2019,96.4,177.25,38.59,1.31
16.02.2019,101.49,180.71,29.41,1.17
17.02.2019,93.4,184.9,28.57,1.17
18.02.2019,104.04,220.67,32.87,1.33
19.02.2019,119.17,257.03,33.49,1.56
20.02.2019,83.58,175.9,30.18,1.28
21.02.2019,83.77,213.69,34.59,1.62
22.02.2019,68.3,166.08,32.1,1
23.02.2019,51.65,0,35.94,0.95
24.02.2019,91,0,43.23,1.09
25.02.2019,95.71,0,44.23,1.17
26.02.2019,57.6,0,37.39,0.93
27.02.2019,54.45,0,35.59,1.08
28.02.2019,95,0,39.98,1.39
01.03.2019,90.26,135.57,42.44,1.35
02.03.2019,105.84,172.76,46.63,1.45
03.03.2019,68.23,106.54,29.23,1.25
04.03.2019,105.5,170.35,34.56,1.73
05.03.2019,72.12,125.02,36.86,1.27
06.03.2019,77.25,146.04,44.35,1.43
07.03.2019,100.08,180.81,52.71,1.65
08.03.2019,90.15,174.62,51.5,1.46
09.03.2019,65.6,129.83,45.53,1.03
10.03.2019,73.2,125.7,46.97,1.12
11.03.2019,77.96,162.5,43.12,1.33
12.03.2019,52.67,118.98,37.86,0.94
13.03.2019,98.02,280.5,61.89,1.68
14.03.2019,118.73,254.04,47.35,1.6
15.03.2019,74.66,160.84,40.57,1.13
16.03.2019,64.61,149.21,46.43,1.1
17.03.2019,85.61,177.59,46.98,1.18
18.03.2019,96.91,195.77,51.21,1.34
19.03.2019,98.67,225.94,50.29,1.4
20.03.2019,88.77,215.85,43.66,1.2
21.03.2019,117.04,166.88,31.15,1.31
22.03.2019,31.96,111.15,36.08,0.8
23.03.2019,45.03,131.81,36.82,0.87
24.03.2019,49.92,120.04,33,0.84
25.03.2019,61.19,135.42,36.49,0.98
26.03.2019,63.23,146.58,42.83,1.09
27.03.2019,67.66,178.74,52.16,1.46
28.03.2019,94.29,231.35,57.54,1.94
29.03.2019,121.31,275.56,52.79,2
30.03.2019,97.25,235.69,44.86,1.69
31.03.2019,47.31,157.42,39.44,0.98
01.04.2019,52.75,151.42,45.97,0.91
02.04.2019,84.81,185.48,59.8,1.26
03.04.2019,83.35,188.38,59.66,1.68
04.04.2019,128.48,265.92,64.8,2.03
05.04.2019,176.82,317.63,59.87,3.51
06.04.2019,88.6,235.51,42.84,2.15
07.04.2019,120.6,245.99,30.23,2.08
08.04.2019,73.46,247.78,34.26,1.67
09.04.2019,78.15,181.66,40.41,0.84
10.04.2019,91.47,212.57,51.25,1.6
11.04.2019,69.29,171.49,44.97,1.09
12.04.2019,57.05,177.82,38.61,1.45
13.04.2019,46.52,129.33,35.32,0.8
14.04.2019,42.96,127.65,36.58,0.71
15.04.2019,43.38,150.65,41.5,1.15
16.04.2019,44.79,133.07,24.75,0.68
